Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;PKatt;CrdY;CrdR;xG;npxG;xAG;npxG+xAG;PrgC;PrgP;PrgR;Gls_90;Ast_90;G+A_90;G-PK_90;G+A-PK_90;xG_90;xAG_90;xG+xAG_90;npxG_90;npxG+xAG_90
Radosław Majecki;pl POL;GK;Monaco;fr Ligue 1;24;1999;15;15;1350;15.0;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Lovro Majer;hr CRO;MF;Wolfsburg;de Bundesliga;26;1998;9;3;304;3.4;2;1;3;1;1;1;1;0;1.4;0.6;1.1;1.7;8;17;10;0.59;0.30;0.89;0.30;0.59;0.41;0.31;0.72;0.18;0.49
Hamidou Makalou;ml MLI;FW,MF;Brest;fr Ligue 1;18;2006;4;0;32;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Jordy Makengo;fr FRA;DF;Freiburg;de Bundesliga;22;2001;19;7;745;8.3;0;0;0;0;0;0;1;0;0.0;0.0;0.2;0.2;9;15;35;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03
Antoine Makoumbou;cg CGO;MF;Cagliari;it Serie A;26;1998;33;27;2150;23.9;0;3;3;0;0;0;4;1;0.3;0.3;0.9;1.3;11;92;14;0.00;0.13;0.13;0.00;0.13;0.01;0.04;0.05;0.01;0.05
Nikola Maksimović;rs SRB;DF;Montpellier;fr Ligue 1;32;1991;7;7;581;6.5;0;0;0;0;0;0;2;0;0.0;0.0;0.0;0.1;1;11;0;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01
Tyrell Malacia;nl NED;DF;Manchester Utd;eng Premier League;24;1999;3;2;100;1.1;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;3;3;6;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.00;0.03
Jarzinho Malanga;de GER;DF;Stuttgart;de Bundesliga;18;2006;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Julián Malatini;ar ARG;DF;Werder Bremen;de Bundesliga;23;2001;10;5;454;5.0;1;1;2;1;0;0;1;0;0.2;0.2;0.5;0.7;8;24;4;0.20;0.20;0.40;0.20;0.40;0.05;0.09;0.14;0.05;0.14
Daniel Maldini;it ITA;MF,FW;Monza;it Serie A;22;2001;20;16;1306;14.5;3;0;3;3;0;0;5;0;4.8;4.8;0.9;5.7;41;34;66;0.21;0.00;0.21;0.21;0.21;0.33;0.06;0.39;0.33;0.39
Daniel Maldini;it ITA;FW,MF;Atalanta;it Serie A;22;2001;10;2;258;2.9;3;0;3;3;0;0;0;0;1.9;1.9;0.2;2.1;12;7;30;1.05;0.00;1.05;1.05;1.05;0.66;0.09;0.74;0.66;0.74
Youssef Maleh;ma MAR;MF;Empoli;it Serie A;25;1998;22;17;1510;16.8;0;1;1;0;0;0;5;1;0.9;0.9;0.9;1.8;10;72;37;0.00;0.06;0.06;0.00;0.06;0.05;0.05;0.10;0.05;0.10
Donyell Malen;nl NED;FW;Aston Villa;eng Premier League;25;1999;14;2;305;3.4;3;0;3;3;0;0;0;0;2.2;2.2;0.2;2.4;12;6;30;0.89;0.00;0.89;0.89;0.89;0.64;0.05;0.69;0.64;0.69
Donyell Malen;nl NED;FW,MF;Dortmund;de Bundesliga;25;1999;14;6;614;6.8;3;0;3;3;0;0;1;0;2.9;2.9;0.2;3.2;23;17;75;0.44;0.00;0.44;0.44;0.44;0.43;0.03;0.46;0.43;0.46
Ruslan Malinovskyi;ua UKR;MF,FW;Genoa;it Serie A;31;1993;9;4;383;4.3;0;2;2;0;0;0;2;0;0.2;0.2;1.5;1.7;3;32;10;0.00;0.47;0.47;0.00;0.47;0.06;0.35;0.41;0.06;0.41
Lennard Maloney;us USA;MF;Heidenheim;de Bundesliga;24;1999;11;10;760;8.4;0;0;0;0;0;0;1;0;0.3;0.3;0.0;0.4;1;14;0;0.00;0.00;0.00;0.00;0.00;0.04;0.00;0.04;0.04;0.04
Lennard Maloney;us USA;MF;Mainz 05;de Bundesliga;24;1999;5;0;26;0.3;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Aaron Malouda;fr FRA;FW;Lille;fr Ligue 1;18;2005;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Giorgi Mamardashvili;ge GEO;GK;Valencia;es La Liga;23;2000;34;34;3060;34.0;0;0;0;0;0;0;2;0;0.0;0.0;0.1;0.1;1;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Dennis Man;ro ROU;FW,MF;Parma;it Serie A;25;1998;33;23;1995;22.2;4;4;8;4;0;0;0;0;5.5;5.5;4.2;9.7;67;60;142;0.18;0.18;0.36;0.18;0.36;0.25;0.19;0.44;0.25;0.44
Hianga Mananga Mbock;fr FRA;MF;Brest;fr Ligue 1;24;1999;1;0;21;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07
Gianluca Mancini;it ITA;DF;Roma;it Serie A;28;1996;37;36;3143;34.9;2;0;2;2;0;0;8;0;1.7;1.7;0.9;2.6;45;139;23;0.06;0.00;0.06;0.06;0.06;0.05;0.03;0.07;0.05;0.07
Steve Mandanda;fr FRA;GK;Rennes;fr Ligue 1;39;1985;18;17;1486;16.5;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;0;1;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.00;0.01
Christos Mandas;gr GRE;GK;Lazio;it Serie A;22;2001;9;9;810;9.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;3;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Reinildo Mandava;mz MOZ;DF;Atlético Madrid;es La Liga;30;1994;19;10;941;10.5;0;0;0;0;0;0;4;0;0.1;0.1;0.1;0.2;14;34;15;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.02;0.01;0.02
Aïssa Mandi;dz ALG;DF;Lille;fr Ligue 1;32;1991;24;20;1733;19.3;0;0;0;0;0;0;3;0;0.3;0.3;0.4;0.8;12;82;21;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.04;0.02;0.04
Rolando Mandragora;it ITA;MF;Fiorentina;it Serie A;27;1997;29;22;1931;21.5;4;3;7;3;1;1;7;0;2.7;1.9;4.8;6.6;11;92;34;0.19;0.14;0.33;0.14;0.28;0.12;0.22;0.35;0.09;0.31
Mateus Mane;;MF;Wolves;eng Premier League;;;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Orel Mangala;be BEL;MF;Everton;eng Premier League;26;1998;19;14;1261;14.0;1;0;1;1;0;0;2;0;1.1;1.1;0.6;1.8;6;34;19;0.07;0.00;0.07;0.07;0.07;0.08;0.05;0.13;0.08;0.13
Orel Mangala;be BEL;MF;Lyon;fr Ligue 1;26;1998;1;1;67;0.7;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;1;7;3;0.00;0.00;0.00;0.00;0.00;0.07;0.03;0.10;0.07;0.10
Ryan Manning;ie IRL;DF,MF;Southampton;eng Premier League;28;1996;24;18;1462;16.2;0;1;1;0;0;0;2;0;0.3;0.3;3.2;3.6;14;35;74;0.00;0.06;0.06;0.00;0.06;0.02;0.20;0.22;0.02;0.22
Javier Manquillo;es ESP;DF;Celta Vigo;es La Liga;30;1994;10;7;515;5.7;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;3;24;5;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Johan Manzambi;ch SUI;FW,MF;Freiburg;de Bundesliga;18;2005;11;4;335;3.7;2;1;3;2;0;0;2;0;1.3;1.3;0.4;1.8;7;10;12;0.54;0.27;0.81;0.54;0.81;0.36;0.12;0.47;0.36;0.47
Alberto Manzoni;it ITA;MF;Atalanta;it Serie A;19;2005;1;0;6;0.1;0;0;0;0;0;0;0;0;0.1;0.1;0.0;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.94;0.00;0.94;0.94;0.94
Sekou Mara;fr FRA;FW,MF;Strasbourg;fr Ligue 1;22;2002;25;7;768;8.5;1;1;2;1;0;0;2;0;2.0;2.0;1.0;3.0;9;11;47;0.12;0.12;0.23;0.12;0.23;0.23;0.11;0.35;0.23;0.35
Alessandro Marcandalli;it ITA;DF;Genoa;it Serie A;21;2002;2;1;46;0.5;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Alessandro Marcandalli;it ITA;DF;Venezia;it Serie A;21;2002;8;5;354;3.9;0;0;0;0;0;0;2;0;0.3;0.3;0.0;0.3;2;10;1;0.00;0.00;0.00;0.00;0.00;0.07;0.00;0.07;0.07;0.07
Marcão;br BRA;DF;Sevilla;es La Liga;28;1996;12;6;552;6.1;0;0;0;0;0;0;6;1;0.0;0.0;0.0;0.0;0;19;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Solly March;eng ENG;FW,MF;Brighton;eng Premier League;30;1994;8;1;168;1.9;0;0;0;0;0;0;2;0;0.1;0.1;0.3;0.4;5;2;20;0.00;0.00;0.00;0.00;0.00;0.05;0.15;0.19;0.05;0.19
Filip Marchwiński;pl POL;MF;Lecce;it Serie A;22;2002;1;0;15;0.2;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Óscar de Marcos;es ESP;DF;Athletic Club;es La Liga;35;1989;26;17;1564;17.4;0;4;4;0;0;0;0;0;1.0;1.0;2.6;3.6;26;102;78;0.00;0.23;0.23;0.00;0.23;0.06;0.15;0.21;0.06;0.21
Alberto Marí;es ESP;FW;Valencia;es La Liga;23;2001;1;0;7;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;2;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Pablo Marí;es ESP;DF;Monza;it Serie A;30;1993;19;19;1628;18.1;0;0;0;0;0;0;4;1;0.2;0.2;0.1;0.3;5;58;1;0.00;0.00;0.00;0.00;0.00;0.01;0.01;0.01;0.01;0.01
Pablo Marí;es ESP;DF;Fiorentina;it Serie A;30;1993;13;12;1098;12.2;0;0;0;0;0;0;2;0;0.1;0.1;0.0;0.1;2;27;0;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01;0.01;0.01
José María Giménez;uy URU;DF;Atlético Madrid;es La Liga;29;1995;27;20;1999;22.2;0;1;1;0;0;0;5;0;0.4;0.4;0.2;0.7;3;64;1;0.00;0.05;0.05;0.00;0.05;0.02;0.01;0.03;0.02;0.03
Luca Marianucci;it ITA;DF;Empoli;it Serie A;20;2004;18;12;1069;11.9;0;0;0;0;0;0;0;1;0.6;0.6;0.2;0.8;12;28;3;0.00;0.00;0.00;0.00;0.00;0.05;0.02;0.07;0.05;0.07
Mirko Marić;hr CRO;FW,MF;Monza;it Serie A;29;1995;8;1;106;1.2;0;0;0;0;0;0;0;0;0.2;0.2;0.0;0.2;1;3;8;0.00;0.00;0.00;0.00;0.00;0.15;0.04;0.19;0.15;0.19
Mirko Marić;hr CRO;FW;Venezia;it Serie A;29;1995;10;4;356;4.0;0;0;0;0;0;0;0;0;0.6;0.6;0.0;0.6;4;9;27;0.00;0.00;0.00;0.00;0.00;0.15;0.01;0.16;0.15;0.16
Arkaitz Mariezkurrena;es ESP;FW,MF;Real Sociedad;es La Liga;19;2005;9;1;241;2.7;2;0;2;2;0;0;1;0;1.0;1.0;0.1;1.1;3;4;12;0.75;0.00;0.75;0.75;0.75;0.36;0.06;0.41;0.36;0.41
Rafa Marín;es ESP;DF;Napoli;it Serie A;22;2002;4;1;142;1.6;0;0;0;0;0;0;1;0;0.2;0.2;0.0;0.2;2;5;0;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.14;0.14;0.14
Pablo Marín;es ESP;MF;Real Sociedad;es La Liga;21;2003;23;14;1239;13.8;1;2;3;1;0;0;3;0;1.4;1.4;1.0;2.4;20;45;47;0.07;0.15;0.22;0.07;0.22;0.10;0.07;0.17;0.10;0.17
Răzvan Marin;ro ROU;MF;Cagliari;it Serie A;28;1996;33;13;1406;15.6;3;2;5;1;2;2;4;0;2.4;0.8;3.6;4.5;22;84;29;0.19;0.13;0.32;0.06;0.19;0.15;0.23;0.39;0.05;0.29
Guillermo Maripán;cl CHI;DF;Torino;it Serie A;30;1994;28;27;2340;26.0;1;1;2;1;0;0;4;1;0.9;0.9;1.0;2.0;14;96;9;0.04;0.04;0.08;0.04;0.08;0.04;0.04;0.08;0.04;0.08
Mika Mármol;es ESP;DF;Las Palmas;es La Liga;23;2001;30;27;2399;26.7;0;1;1;0;0;0;5;0;0.4;0.4;1.5;1.9;33;106;62;0.00;0.04;0.04;0.00;0.04;0.02;0.06;0.07;0.02;0.07
Omar Marmoush;eg EGY;FW,MF;Manchester City;eng Premier League;25;1999;16;14;1175;13.1;7;0;7;7;0;0;0;0;5.5;5.5;2.8;8.3;29;37;78;0.54;0.00;0.54;0.54;0.54;0.42;0.21;0.64;0.42;0.64
Omar Marmoush;eg EGY;FW;Eint Frankfurt;de Bundesliga;25;1999;17;17;1448;16.1;15;9;24;13;2;2;2;0;8.8;7.3;6.2;13.5;73;50;125;0.93;0.56;1.49;0.81;1.37;0.55;0.39;0.94;0.45;0.84
Mario Maroto;es ESP;MF;Valladolid;es La Liga;20;2003;2;0;64;0.7;0;1;1;0;0;0;0;0;0.0;0.0;0.1;0.1;0;2;0;0.00;1.41;1.41;0.00;1.41;0.02;0.09;0.12;0.02;0.12
Marquinhos;br BRA;DF;Paris S-G;fr Ligue 1;30;1994;22;19;1725;19.2;2;0;2;2;0;0;3;0;1.1;1.1;0.8;1.9;29;151;4;0.10;0.00;0.10;0.10;0.10;0.06;0.04;0.10;0.06;0.10
Unai Marrero;es ESP;GK;Real Sociedad;es La Liga;22;2001;2;2;180;2.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Ange Martial Tia;ml MLI;MF,DF;Reims;fr Ligue 1;17;2006;6;2;171;1.9;0;0;0;0;0;0;0;0;1.3;1.3;0.0;1.3;2;8;9;0.00;0.00;0.00;0.00;0.00;0.68;0.01;0.70;0.68;0.70
Aarón Martín;es ESP;DF;Genoa;it Serie A;27;1997;36;35;3085;34.3;0;8;8;0;0;0;5;0;0.9;0.9;5.5;6.4;50;90;108;0.00;0.23;0.23;0.00;0.23;0.03;0.16;0.19;0.03;0.19
Carlos Martín;es ESP;FW,MF;Alavés;es La Liga;22;2002;26;16;1333;14.8;2;2;4;2;0;0;3;0;2.3;2.3;2.7;5.0;13;21;67;0.14;0.14;0.27;0.14;0.27;0.15;0.19;0.34;0.15;0.34
Diego Martín;es ESP;FW;Las Palmas;es La Liga;20;2003;2;0;40;0.4;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;1;2;5;0.00;0.00;0.00;0.00;0.00;0.08;0.00;0.08;0.08;0.08
Gerard Martín;es ESP;DF;Barcelona;es La Liga;22;2002;28;11;1038;11.5;1;3;4;1;0;0;2;0;0.5;0.5;1.1;1.6;10;40;122;0.09;0.26;0.35;0.09;0.35;0.04;0.10;0.14;0.04;0.14
Iván Martín;es ESP;MF;Girona;es La Liga;25;1999;32;24;2039;22.7;1;1;2;1;0;0;1;0;1.8;1.8;1.9;3.6;57;131;76;0.04;0.04;0.09;0.04;0.09;0.08;0.08;0.16;0.08;0.16
Jon Martin;es ESP;DF;Real Sociedad;es La Liga;18;2006;13;6;904;10.0;0;1;1;0;0;0;2;0;0.6;0.6;0.2;0.8;4;34;0;0.00;0.10;0.10;0.00;0.10;0.06;0.02;0.08;0.06;0.08
Jonas Martin;fr FRA;MF;Brest;fr Ligue 1;34;1990;17;5;496;5.5;1;0;1;1;0;0;2;0;0.4;0.4;0.3;0.7;8;21;9;0.18;0.00;0.18;0.18;0.18;0.07;0.06;0.14;0.07;0.14
Mario Martín;es ESP;MF;Valladolid;es La Liga;20;2004;30;20;1748;19.4;0;1;1;0;0;0;8;3;1.8;1.8;1.4;3.2;18;66;22;0.00;0.05;0.05;0.00;0.05;0.09;0.07;0.16;0.09;0.16
Gabriel Martinelli;br BRA;FW,MF;Arsenal;eng Premier League;23;2001;33;25;2290;25.4;8;4;12;8;0;0;1;0;7.4;7.4;5.0;12.4;124;52;289;0.31;0.16;0.47;0.31;0.47;0.29;0.19;0.49;0.29;0.49
Arnau Martinez;es ESP;DF,MF;Girona;es La Liga;21;2003;32;30;2624;29.2;2;2;4;2;0;0;3;0;1.2;1.2;2.2;3.5;41;162;102;0.07;0.07;0.14;0.07;0.14;0.04;0.08;0.12;0.04;0.12
Emiliano Martínez;ar ARG;GK;Aston Villa;eng Premier League;31;1992;37;37;3194;35.5;0;0;0;0;0;0;5;1;0.0;0.0;0.5;0.5;0;4;0;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02
Iñigo Martínez;es ESP;DF;Barcelona;es La Liga;33;1991;28;28;2490;27.7;0;4;4;0;0;0;5;0;0.5;0.5;2.6;3.1;70;260;11;0.00;0.14;0.14;0.00;0.14;0.02;0.10;0.11;0.02;0.11
Javi Martínez;es ESP;MF;Osasuna;es La Liga;24;1999;1;0;6;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;1;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Josep Martinez;es ESP;GK;Inter;it Serie A;26;1998;5;5;450;5.0;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.00;0.02
Lautaro Martínez;ar ARG;FW;Inter;it Serie A;26;1997;31;31;2564;28.5;12;3;15;12;0;0;1;0;13.5;13.5;4.3;17.8;34;68;197;0.42;0.11;0.53;0.42;0.53;0.47;0.15;0.62;0.47;0.62
Lisandro Martínez;ar ARG;DF;Manchester Utd;eng Premier League;26;1998;20;20;1751;19.5;2;1;3;2;0;0;7;0;1.3;1.3;1.1;2.4;23;117;7;0.10;0.05;0.15;0.10;0.15;0.07;0.06;0.13;0.07;0.13
Lucas Martínez Quarta;ar ARG;DF;Fiorentina;it Serie A;28;1996;8;4;351;3.9;1;0;1;1;0;0;1;0;0.7;0.7;0.0;0.7;3;14;2;0.26;0.00;0.26;0.26;0.26;0.19;0.01;0.19;0.19;0.19
Ramón Martínez;es ESP;DF;Sevilla;es La Liga;21;2002;5;2;261;2.9;1;0;1;1;0;0;0;0;0.3;0.3;0.1;0.4;1;5;2;0.34;0.00;0.34;0.34;0.34;0.12;0.02;0.14;0.12;0.14
Toni Martínez;es ESP;FW;Alavés;es La Liga;27;1997;28;9;1012;11.2;4;0;4;4;0;0;1;0;3.6;3.6;0.6;4.2;13;11;57;0.36;0.00;0.36;0.36;0.36;0.32;0.05;0.37;0.32;0.37
Kevin Martins;it ITA;MF,DF;Monza;it Serie A;19;2005;9;1;183;2.0;0;1;1;0;0;0;1;0;0.0;0.0;0.4;0.4;3;6;10;0.00;0.49;0.49;0.00;0.49;0.00;0.19;0.19;0.00;0.19
Javi Martón;es ESP;FW,MF;Athletic Club;es La Liga;25;1999;3;0;53;0.6;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;0;0;3;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Adam Marušić;me MNE;DF;Lazio;it Serie A;31;1992;35;26;2337;26.0;4;0;4;4;0;0;1;0;2.0;2.0;0.6;2.6;23;84;108;0.15;0.00;0.15;0.15;0.15;0.08;0.02;0.10;0.08;0.10
Marvin;es ESP;DF,FW;Las Palmas;es La Liga;24;2000;23;9;1038;11.5;0;0;0;0;0;0;4;0;0.2;0.2;1.1;1.3;29;30;72;0.00;0.00;0.00;0.00;0.00;0.02;0.10;0.12;0.02;0.12
Omar Mascarell;gq EQG;MF;Mallorca;es La Liga;31;1993;32;21;1992;22.1;1;0;1;1;0;0;5;1;0.5;0.5;0.2;0.7;10;75;12;0.05;0.00;0.05;0.05;0.05;0.02;0.01;0.03;0.02;0.03
Adam Masina;ma MAR;DF;Torino;it Serie A;30;1994;28;20;1919;21.3;1;2;3;1;0;0;5;0;0.7;0.7;0.3;1.0;15;73;10;0.05;0.09;0.14;0.05;0.14;0.03;0.01;0.05;0.03;0.05
Patrizio Masini;it ITA;MF;Genoa;it Serie A;23;2001;26;16;1538;17.1;1;0;1;1;0;0;3;0;0.4;0.4;0.2;0.6;16;44;27;0.06;0.00;0.06;0.06;0.06;0.03;0.01;0.04;0.03;0.04
Giorgos Masouras;gr GRE;FW,MF;Bochum;de Bundesliga;30;1994;14;12;1055;11.7;2;1;3;2;0;0;1;0;3.9;3.9;1.1;5.0;26;19;82;0.17;0.09;0.26;0.17;0.26;0.33;0.09;0.43;0.33;0.43
Erhan Mašović;rs SRB;DF;Bochum;de Bundesliga;25;1998;16;10;910;10.1;1;1;2;1;0;0;2;0;0.6;0.6;0.9;1.5;1;35;4;0.10;0.10;0.20;0.10;0.20;0.06;0.09;0.15;0.06;0.15
Han-Noah Massengo;fr FRA;MF;Auxerre;fr Ligue 1;23;2001;17;11;1046;11.6;0;0;0;0;0;0;5;0;0.4;0.4;0.4;0.8;13;28;13;0.00;0.00;0.00;0.00;0.00;0.03;0.03;0.07;0.03;0.07
Clinton Mata;ao ANG;DF;Lyon;fr Ligue 1;31;1992;29;27;2370;26.3;0;4;4;0;0;0;6;0;0.2;0.2;1.4;1.6;20;88;23;0.00;0.15;0.15;0.00;0.15;0.01;0.05;0.06;0.01;0.06
Jaime Mata;es ESP;FW,MF;Las Palmas;es La Liga;35;1988;30;4;656;7.3;0;0;0;0;0;0;9;0;2.6;2.6;0.1;2.8;6;10;48;0.00;0.00;0.00;0.00;0.00;0.36;0.02;0.38;0.36;0.38
Igor Matanovic;hr CRO;FW;Eint Frankfurt;de Bundesliga;21;2003;16;2;312;3.5;1;0;1;1;0;0;0;0;1.1;1.1;0.0;1.2;2;6;19;0.29;0.00;0.29;0.29;0.29;0.33;0.01;0.34;0.33;0.34
Pape Matar Sarr;sn SEN;MF;Tottenham;eng Premier League;21;2002;36;22;1913;21.3;3;2;5;3;0;0;6;0;3.7;3.7;1.6;5.3;33;88;53;0.14;0.09;0.24;0.14;0.24;0.17;0.08;0.25;0.17;0.25
Eliot Matazo;be BEL;MF;Monaco;fr Ligue 1;22;2002;3;1;68;0.8;0;0;0;0;0;0;0;0;0.0;0.0;0.1;0.1;0;7;3;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.08;0.00;0.08
Jean-Philippe Mateta;fr FRA;FW;Crystal Palace;eng Premier League;27;1997;37;33;2648;29.4;14;2;16;12;2;2;2;0;13.6;12.0;3.2;15.2;45;53;122;0.48;0.07;0.54;0.41;0.48;0.46;0.11;0.57;0.41;0.52
Nemanja Matić;rs SRB;MF;Lyon;fr Ligue 1;35;1988;29;25;2010;22.3;0;1;1;0;0;0;1;0;0.1;0.1;1.3;1.3;35;150;15;0.00;0.04;0.04;0.00;0.04;0.00;0.06;0.06;0.00;0.06
Rudy Matondo;fr FRA;MF;Auxerre;fr Ligue 1;16;2008;5;0;66;0.7;0;0;0;0;0;0;1;0;0.0;0.0;0.0;0.0;1;2;1;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Chrislain Matsima;fr FRA;DF;Augsburg;de Bundesliga;22;2002;30;28;2551;28.3;1;1;2;1;0;0;4;0;1.8;1.8;0.3;2.1;14;84;13;0.04;0.04;0.07;0.04;0.07;0.06;0.01;0.07;0.06;0.07
Jean Mattéo Bahoya;fr FRA;MF,FW;Eint Frankfurt;de Bundesliga;19;2005;24;10;921;10.2;2;3;5;2;0;0;3;0;1.9;1.9;1.7;3.6;24;28;93;0.20;0.29;0.49;0.20;0.49;0.18;0.17;0.35;0.18;0.35
Alan Matturro;uy URU;DF;Genoa;it Serie A;19;2004;13;9;900;10.0;0;0;0;0;0;0;2;0;0.2;0.2;0.2;0.4;12;15;9;0.00;0.00;0.00;0.00;0.00;0.02;0.02;0.04;0.02;0.04
Azor Matusiwa;nl NED;MF;Rennes;fr Ligue 1;26;1998;29;23;2078;23.1;1;3;4;1;0;0;3;0;1.2;1.2;1.8;3.1;19;134;26;0.04;0.13;0.17;0.04;0.17;0.05;0.08;0.13;0.05;0.13
Neal Maupay;fr FRA;FW;Marseille;fr Ligue 1;27;1996;22;13;1042;11.6;4;4;8;4;0;0;3;1;4.1;4.1;2.2;6.3;12;37;81;0.35;0.35;0.69;0.35;0.69;0.36;0.19;0.54;0.36;0.54
Maurides;br BRA;FW;St. Pauli;de Bundesliga;30;1994;1;0;2;0.0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
Stephy Mavididi;eng ENG;FW;Leicester City;eng Premier League;26;1998;30;16;1615;17.9;4;1;5;4;0;0;2;0;1.8;1.8;2.6;4.4;91;57;138;0.22;0.06;0.28;0.22;0.28;0.10;0.15;0.25;0.10;0.25
Konstantinos Mavropanos;gr GRE;DF;West Ham;eng Premier League;26;1997;33;21;2045;22.7;0;0;0;0;0;0;6;1;1.5;1.5;0.5;2.0;17;61;2;0.00;0.00;0.00;0.00;0.00;0.07;0.02;0.09;0.07;0.09
Christian Mawissa;fr FRA;DF;Monaco;fr Ligue 1;19;2005;22;17;1501;16.7;0;0;0;0;0;0;3;0;0.1;0.1;0.0;0.1;13;44;10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.01;0.00;0.01
Keke Maximilian Topp;de GER;FW,MF;Werder Bremen;de Bundesliga;20;2004;19;1;252;2.8;2;2;4;2;0;0;1;0;1.0;1.0;2.0;3.0;10;9;27;0.71;0.71;1.43;0.71;1.43;0.35;0.72;1.08;0.35;1.08
Borja Mayoral;es ESP;FW;Getafe;es La Liga;27;1997;24;7;1114;12.4;5;1;6;4;1;1;0;0;3.4;2.6;0.9;3.6;10;13;43;0.40;0.08;0.48;0.32;0.40;0.28;0.07;0.35;0.21;0.29
Senny Mayulu;fr FRA;MF;Paris S-G;fr Ligue 1;18;2006;20;8;808;9.0;2;2;4;2;0;0;1;0;2.9;2.9;2.1;4.9;29;46;56;0.22;0.22;0.45;0.22;0.45;0.32;0.23;0.55;0.32;0.55
Noussair Mazraoui;ma MAR;DF;Manchester Utd;eng Premier League;26;1997;37;34;2838;31.5;0;1;1;0;0;0;3;0;0.7;0.7;1.5;2.2;42;115;58;0.00;0.03;0.03;0.00;0.03;0.02;0.05;0.07;0.02;0.07
Andrea Mazza;it ITA;GK;Monza;it Serie A;20;2004;1;0;8;0.1;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
